actual_value_1,predicted_value_1,actual_value_2,predicted_value_2
1.0,1,295.0,93.598755
1.0,1,296.0,94.74004
1.0,1,333.0,95.350555
1.0,1,336.0,97.681465
1.0,1,350.0,99.495
1.0,1,305.0,101.49564
3.0,3,283.0,99.01847
2.0,3,323.0,105.2971
0.0,3,377.0,107.74081
2.0,3,357.0,106.10181
2.0,2,360.0,105.99726
2.0,2,350.0,104.6128
3.0,3,339.0,98.08357
0.0,3,335.0,100.177635
2.0,3,341.0,99.719765
2.0,3,352.0,101.05792
2.0,2,355.0,99.58854
2.0,2,327.0,95.50138
2.0,1,303.0,93.78631
2.0,1,287.0,94.63776
2.0,1,279.0,93.63218
2.0,1,264.0,94.20818
2.0,1,245.0,97.7647
3.0,3,228.0,93.01414
3.0,3,233.0,94.9423
3.0,1,240.0,99.30984
3.0,1,246.0,102.00622
3.0,1,246.0,102.63727
2.0,3,252.0,100.55891
3.0,3,266.0,98.83126
3.0,3,270.0,100.59153
3.0,3,279.0,101.47183
3.0,3,283.0,101.87445
3.0,3,316.0,100.81457
3.0,1,336.0,98.40193
2.0,3,333.0,92.34093
2.0,3,348.0,96.399025
3.0,3,360.0,94.652534
3.0,3,358.0,95.08095
3.0,3,358.0,95.91436
3.0,3,357.0,95.80557
3.0,2,362.0,95.68656
0.0,3,348.0,92.95534
1.0,3,323.0,93.989784
3.0,3,339.0,92.414314
1.0,3,339.0,94.8352
1.0,3,339.0,95.87322
1.0,2,341.0,95.96142
1.0,1,344.0,96.03405
1.0,1,335.0,96.732216
3.0,3,329.0,93.42294
0.0,3,323.0,97.67249
0.0,3,350.0,99.58702
1.0,3,341.0,98.36692
1.0,3,347.0,98.59406
3.0,3,356.0,96.0702
3.0,3,342.0,98.8036
3.0,3,366.0,100.14135
3.0,2,358.0,100.02301
3.0,2,391.0,99.650856
3.0,2,425.0,98.886345
2.0,3,387.0,95.779564
2.0,2,363.0,96.089134
3.0,3,343.0,92.460785
0.0,3,353.0,90.9784
0.0,3,357.0,91.02803
3.0,3,371.0,88.919304
3.0,3,394.0,89.638145
0.0,3,453.0,89.53327
3.0,3,453.0,90.319115
1.0,3,485.0,90.71908
1.0,1,463.0,92.16246
1.0,1,463.0,93.02784
1.0,1,418.0,93.17309
1.0,1,384.0,95.84913
1.0,1,371.0,97.896355
3.0,3,369.0,94.35227
3.0,3,374.0,98.6153
3.0,3,397.0,99.916756
3.0,3,397.0,98.735085
2.0,3,389.0,96.71148
2.0,2,410.0,98.07111
3.0,2,436.0,97.97483
3.0,2,462.0,99.07106
3.0,3,482.0,99.113846
3.0,2,501.0,100.392494
1.0,3,507.0,98.55841
0.0,3,523.0,96.76763
3.0,3,545.0,93.01307
3.0,3,577.0,92.45627
3.0,3,541.0,91.75304
0.0,3,532.0,89.8487
1.0,3,534.0,89.901115
1.0,1,495.0,91.3198
1.0,1,483.0,90.91848
1.0,1,474.0,90.953835
3.0,3,478.0,88.45232
1.0,3,496.0,90.03469
1.0,3,519.0,93.509735
1.0,3,526.0,95.35361
2.0,3,512.0,93.79671
3.0,3,557.0,90.84507
3.0,2,551.0,90.39816
3.0,2,562.0,90.73025
1.0,2,542.0,90.62334
3.0,3,502.0,88.546265
1.0,2,525.0,90.85839
1.0,2,446.0,92.35089
1.0,2,188.0,88.85809
1.0,2,111.0,88.88201
1.0,2,82.0,89.285706
0.0,0,58.0,92.28139
1.0,1,43.0,93.687126
1.0,1,27.0,94.86127
1.0,1,31.0,92.944016
1.0,1,15.0,95.73845
1.0,1,17.0,98.90844
1.0,1,17.0,100.258354
1.0,1,21.0,101.05372
1.0,1,17.0,100.59342
1.0,1,13.0,99.25251
1.0,1,11.0,93.851105
1.0,1,12.0,90.49579
1.0,1,10.0,90.52487
1.0,1,13.0,97.21232
1.0,1,13.0,95.41497
0.0,0,8.0,95.33504
1.0,2,12.0,93.44242
3.0,2,12.0,93.780205
3.0,2,14.0,91.31559
0.0,2,17.0,89.70411
0.0,2,18.0,91.85787
2.0,2,17.0,99.85177
2.0,2,19.0,103.41587
2.0,2,31.0,107.4914
3.0,3,45.0,104.12612
3.0,2,42.0,106.701866
3.0,2,53.0,105.910835
0.0,2,42.0,99.51912
2.0,2,34.0,96.360435
2.0,2,130.0,94.41798
2.0,2,114.0,95.34159
2.0,2,61.0,96.13101
3.0,3,48.0,93.888306
3.0,2,48.0,95.00298
3.0,2,54.0,95.76232
2.0,3,57.0,93.12334
3.0,3,63.0,90.56956
2.0,3,81.0,92.47858
2.0,3,98.0,93.82813
2.0,2,106.0,95.10818
2.0,2,97.0,96.11245
2.0,2,108.0,95.56523
3.0,3,103.0,91.05442
3.0,3,96.0,90.90564
2.0,3,84.0,90.456535
2.0,2,118.0,93.77951
1.0,2,116.0,94.66424
3.0,3,158.0,89.96813
3.0,3,171.0,92.42824
1.0,3,179.0,92.65775
1.0,1,172.0,92.320946
1.0,1,168.0,90.697716
3.0,3,188.0,86.79349
1.0,1,206.0,88.88509
0.0,1,210.0,88.59214
1.0,1,180.0,89.788025
1.0,1,181.0,89.33738
1.0,1,149.0,91.255684
1.0,1,100.0,92.575714
1.0,1,83.0,93.71801
1.0,1,45.0,97.55518
1.0,1,29.0,100.610146
1.0,1,15.0,101.708534
1.0,1,14.0,100.82624
1.0,1,17.0,93.98448
1.0,1,12.0,92.821205
3.0,3,10.0,85.756615
1.0,1,10.0,91.45343
1.0,1,14.0,90.4467
2.0,2,29.0,91.525734
2.0,2,51.0,93.19452
2.0,2,48.0,97.08991
2.0,2,74.0,94.92426
2.0,2,93.0,92.97251
2.0,1,112.0,93.51283
2.0,1,125.0,93.99056
2.0,2,133.0,95.37815
2.0,2,150.0,93.517624
0.0,1,124.0,96.81609
2.0,1,135.0,100.934654
3.0,3,143.0,97.398476
2.0,1,139.0,95.257225
2.0,1,128.0,95.84971
3.0,3,134.0,91.807785
2.0,3,146.0,97.24866
0.0,3,154.0,99.013626
3.0,2,157.0,96.985085
2.0,2,174.0,97.424194
3.0,3,158.0,94.866905
2.0,2,151.0,95.386536
2.0,2,141.0,96.603134
2.0,2,137.0,99.95367
2.0,2,144.0,98.926506
2.0,2,144.0,99.04882
3.0,3,159.0,93.79832
2.0,2,166.0,99.80334
2.0,2,183.0,102.30846
2.0,2,228.0,100.841774
2.0,2,257.0,95.71583
2.0,2,306.0,91.92974
3.0,3,222.0,87.624504
3.0,3,193.0,91.65705
2.0,3,188.0,93.115326
3.0,3,182.0,92.09673
3.0,1,184.0,91.73612
3.0,1,209.0,93.78843
2.0,1,225.0,94.280624
2.0,1,238.0,98.3504
3.0,3,246.0,94.07072
3.0,3,269.0,94.19222
3.0,3,284.0,95.47172
0.0,3,260.0,95.55416
2.0,3,295.0,95.64669
0.0,3,322.0,96.64761
0.0,3,308.0,96.25156
1.0,3,271.0,93.97996
1.0,2,240.0,92.96082
1.0,2,230.0,90.81928
1.0,2,237.0,90.092735
1.0,2,242.0,89.50248
1.0,2,241.0,89.97147
1.0,1,238.0,91.03225
1.0,1,255.0,92.04037
1.0,1,266.0,92.34696
1.0,1,255.0,93.03226
1.0,1,232.0,93.24003
1.0,1,226.0,93.239845
1.0,1,215.0,91.8523
0.0,0,75.0,94.62241
1.0,1,3.0,98.79943
1.0,1,4.0,101.73478
1.0,1,7.0,107.11448
1.0,1,6.0,109.324715
1.0,1,14.0,105.89064
1.0,1,13.0,102.11849
1.0,1,8.0,98.523186
1.0,1,11.0,97.5935
1.0,1,13.0,96.01519
1.0,1,11.0,95.9524
1.0,1,7.0,95.036964
1.0,1,8.0,92.02029
1.0,1,11.0,94.58378
1.0,1,12.0,92.294685
1.0,1,13.0,90.36509
1.0,1,9.0,88.82691
1.0,1,9.0,87.886635
1.0,1,7.0,87.04302
1.0,1,14.0,86.68812
1.0,1,10.0,88.34518
1.0,1,9.0,89.09835
1.0,1,18.0,89.82316
0.0,3,14.0,83.182106
2.0,3,12.0,90.95562
3.0,3,26.0,92.03182
3.0,3,30.0,95.47018
3.0,3,35.0,97.95104
3.0,3,27.0,99.095436
3.0,3,13.0,105.48321
2.0,2,18.0,108.07777
2.0,2,27.0,108.892044
2.0,2,23.0,108.90176
2.0,2,25.0,103.50999
2.0,2,27.0,100.27329
2.0,2,26.0,94.657005
2.0,2,32.0,93.20836
2.0,2,39.0,93.88595
2.0,2,49.0,95.60882
2.0,2,48.0,92.91811
1.0,2,49.0,97.24133
1.0,1,16.0,92.61477
1.0,1,12.0,94.465675
1.0,1,12.0,91.12172
1.0,1,11.0,95.539085
1.0,1,8.0,99.388435
1.0,1,11.0,99.29331
1.0,1,9.0,103.36625
0.0,0,9.0,101.726456
1.0,0,12.0,100.65473
1.0,1,16.0,101.87797
1.0,1,14.0,102.09954
0.0,1,23.0,100.246506
0.0,1,16.0,105.14781
3.0,3,10.0,101.949715
1.0,1,13.0,99.203896
3.0,1,15.0,94.53904
1.0,1,12.0,91.06971
1.0,1,11.0,93.16509
1.0,1,12.0,86.738525
1.0,1,12.0,80.85226
1.0,1,17.0,79.21764
2.0,2,27.0,84.25355
2.0,2,29.0,83.43256
2.0,2,41.0,86.78786
2.0,2,41.0,84.14775
2.0,2,53.0,85.546074
2.0,2,67.0,88.294395
2.0,2,70.0,89.3332
2.0,2,84.0,92.39539
0.0,1,91.0,97.1995
0.0,1,99.0,107.78772
0.0,1,97.0,107.86895
3.0,3,100.0,101.07072
1.0,1,97.0,98.74234
1.0,1,86.0,101.27599
0.0,1,92.0,99.61559
1.0,1,64.0,94.70375
0.0,1,40.0,89.73458
0.0,1,26.0,89.107735
1.0,0,21.0,88.43955
0.0,2,14.0,85.51395
2.0,2,17.0,84.09102
2.0,2,20.0,90.609505
2.0,2,31.0,90.90586
2.0,2,40.0,91.75477
2.0,1,38.0,92.3695
2.0,2,41.0,90.99958
3.0,3,51.0,85.19663
2.0,2,69.0,90.885506
2.0,2,77.0,93.3486
2.0,2,111.0,95.01441
2.0,2,144.0,97.04204
2.0,2,133.0,96.82581
2.0,1,110.0,94.012276
2.0,1,143.0,90.31687
2.0,2,136.0,88.07917
2.0,2,141.0,87.38334
2.0,2,160.0,87.0018
3.0,3,159.0,84.37672
2.0,2,167.0,87.08433
3.0,3,188.0,87.528046
3.0,3,196.0,88.179955
3.0,2,205.0,89.88357
2.0,2,201.0,92.67931
3.0,2,201.0,93.908806
2.0,2,202.0,95.83373
2.0,2,201.0,97.062035
2.0,2,187.0,96.59561
2.0,2,187.0,93.71824
3.0,3,199.0,87.85259
0.0,3,206.0,92.63436
3.0,3,213.0,93.224014
3.0,3,187.0,94.44247
0.0,3,218.0,93.29509
1.0,1,134.0,93.028824
3.0,3,131.0,91.45602
1.0,3,154.0,90.61563
0.0,3,112.0,89.61346
2.0,3,55.0,89.73566
2.0,1,172.0,90.59017
2.0,1,143.0,92.31423
3.0,3,122.0,86.40467
0.0,1,114.0,91.00342
3.0,3,100.0,91.26853
2.0,1,119.0,95.15227
3.0,3,130.0,93.68052
3.0,3,145.0,97.31313
2.0,3,149.0,95.73464
2.0,2,163.0,95.050964
2.0,2,147.0,94.86373
2.0,2,133.0,93.25922
2.0,2,126.0,91.06895
2.0,2,124.0,86.27261
2.0,2,122.0,87.37409
2.0,2,91.0,88.74003
2.0,2,98.0,90.70432
2.0,2,91.0,91.74659
2.0,2,78.0,93.81277
2.0,2,55.0,94.29519
2.0,2,40.0,92.36389
2.0,2,36.0,94.13849
2.0,2,48.0,93.19373
3.0,3,54.0,87.99321
3.0,3,63.0,93.24172
0.0,3,78.0,94.6957
3.0,3,74.0,95.30413
0.0,3,76.0,95.370964
2.0,3,81.0,94.317604
2.0,3,86.0,94.28561
2.0,2,89.0,95.78652
3.0,3,96.0,93.41596
2.0,3,99.0,97.583725
3.0,3,102.0,99.101494
3.0,2,111.0,99.49079
2.0,2,121.0,99.24526
2.0,2,122.0,103.39329
2.0,2,135.0,106.26493
2.0,2,145.0,106.258675
3.0,3,159.0,97.136345
2.0,2,183.0,101.35997
2.0,2,187.0,101.33353
3.0,3,195.0,94.48672
3.0,2,224.0,90.82817
3.0,2,259.0,91.128975
3.0,1,260.0,91.57463
3.0,1,257.0,92.57249
3.0,1,267.0,93.4743
1.0,1,260.0,92.915184
0.0,3,259.0,90.567726
1.0,1,270.0,92.80491
1.0,1,234.0,94.967995
1.0,1,245.0,96.599556
1.0,1,269.0,98.27155
1.0,1,303.0,95.05025
3.0,3,272.0,88.97461
3.0,3,234.0,93.4071
2.0,3,214.0,91.64617
2.0,2,225.0,91.69376
1.0,2,220.0,89.76679
3.0,3,209.0,85.672066
0.0,2,202.0,89.979866
0.0,1,168.0,94.09577
0.0,1,13.0,98.457985
0.0,1,18.0,98.13407
0.0,1,18.0,100.813286
1.0,1,13.0,100.157555
1.0,1,10.0,99.07752
0.0,1,11.0,101.52656
0.0,1,14.0,99.875374
1.0,1,13.0,96.14297
1.0,1,10.0,96.40751
1.0,1,10.0,95.41179
1.0,1,10.0,91.58244
1.0,1,11.0,94.0109
1.0,1,11.0,90.748474
1.0,1,11.0,89.89097
0.0,1,12.0,90.991486
0.0,1,13.0,90.10247
1.0,1,11.0,94.44372
1.0,1,10.0,92.17785
3.0,3,9.0,86.245186
3.0,1,13.0,83.53733
0.0,1,13.0,86.80509
3.0,3,13.0,80.73659
2.0,1,15.0,82.37214
2.0,2,20.0,83.98162
2.0,2,41.0,82.88076
3.0,3,35.0,80.82582
1.0,2,52.0,82.93229
1.0,1,66.0,85.549355
1.0,1,36.0,88.34392
1.0,1,18.0,91.38992
1.0,1,20.0,93.78286
1.0,1,20.0,97.95338
3.0,3,14.0,91.689354
3.0,3,15.0,97.4896
1.0,3,18.0,96.70524
3.0,3,21.0,98.74128
1.0,1,32.0,99.753685
1.0,1,21.0,96.59136
3.0,3,19.0,93.68585
1.0,1,12.0,95.18532
3.0,3,15.0,94.041336
3.0,2,16.0,95.47169
2.0,2,14.0,96.509224
2.0,2,18.0,96.86076
2.0,2,20.0,93.717766
2.0,2,19.0,93.20621
2.0,2,28.0,87.57656
2.0,2,32.0,84.32093
2.0,2,40.0,86.60491
3.0,3,39.0,85.12006
1.0,2,22.0,88.83816
1.0,2,37.0,90.29127
1.0,1,24.0,86.61274
1.0,1,19.0,84.304184
1.0,1,11.0,85.60895
1.0,1,13.0,90.10792
1.0,1,11.0,94.30953
1.0,1,10.0,97.91163
1.0,1,7.0,100.06011
1.0,1,12.0,99.409645
1.0,1,15.0,96.62391
1.0,1,12.0,95.01622
1.0,1,16.0,100.23017
1.0,1,7.0,98.49711
3.0,2,12.0,98.80071
3.0,2,19.0,98.123474
2.0,2,22.0,99.45037
2.0,2,22.0,101.86494
2.0,2,16.0,105.71874
2.0,2,20.0,104.29973
2.0,2,30.0,104.36801
2.0,2,32.0,105.78686
2.0,2,38.0,105.31399
2.0,2,52.0,103.690926
2.0,2,63.0,103.923775
2.0,2,66.0,101.35524
2.0,2,72.0,100.75987
2.0,2,63.0,105.379074
0.0,3,69.0,95.373184
3.0,2,78.0,98.774864
1.0,2,85.0,99.11539
0.0,3,82.0,98.10349
1.0,1,87.0,96.79408
0.0,3,93.0,99.038185
3.0,3,116.0,98.87035
3.0,3,99.0,101.40388
3.0,3,88.0,102.52585
3.0,2,91.0,101.93418
2.0,3,109.0,102.01173
3.0,2,110.0,102.89605
2.0,2,109.0,101.262405
2.0,2,123.0,109.08557
2.0,2,136.0,110.71455
2.0,2,119.0,111.2716
2.0,2,116.0,107.620125
2.0,2,101.0,103.67191
2.0,2,131.0,97.92224
2.0,2,168.0,97.29504
2.0,2,189.0,97.20452
2.0,2,183.0,97.09293
2.0,2,205.0,96.076965
2.0,2,188.0,96.92537
3.0,3,148.0,91.48104
3.0,1,137.0,96.837425
3.0,1,140.0,98.223915
3.0,1,141.0,100.96343
3.0,1,121.0,102.07394
2.0,1,109.0,101.41384
3.0,3,83.0,99.25739
1.0,1,78.0,102.52671
2.0,2,77.0,103.38553
2.0,1,79.0,101.5901
3.0,2,73.0,96.86498
2.0,2,75.0,95.37493
2.0,2,91.0,96.68839
2.0,2,104.0,105.53865
2.0,2,116.0,101.55921
2.0,2,121.0,99.83677
2.0,2,137.0,98.919975
2.0,2,151.0,98.67869
2.0,2,159.0,101.53326
2.0,2,157.0,103.659645
2.0,2,151.0,103.72267
3.0,3,150.0,90.709175
2.0,3,149.0,95.093864
3.0,3,141.0,92.18912
1.0,3,144.0,96.63981
3.0,3,148.0,96.96926
3.0,3,144.0,100.12377
0.0,3,150.0,101.0386
1.0,3,152.0,102.669266
1.0,1,155.0,102.008896
1.0,1,165.0,100.49061
1.0,1,181.0,98.72471
1.0,1,191.0,97.21163
1.0,1,124.0,95.20144
1.0,1,36.0,98.70737
1.0,1,40.0,99.53553
1.0,1,49.0,98.93093
1.0,1,30.0,98.397095
1.0,1,27.0,101.5821
1.0,1,27.0,100.26677
1.0,1,22.0,100.05808
1.0,1,24.0,101.2038
1.0,1,21.0,100.27965
1.0,1,26.0,99.427
1.0,1,17.0,97.94581
1.0,1,23.0,97.38785
1.0,1,23.0,97.620705
1.0,1,21.0,97.94579
0.0,1,21.0,94.19851
0.0,1,17.0,96.063866
0.0,1,15.0,96.19019
3.0,3,13.0,90.43838
0.0,1,17.0,93.17387
0.0,1,14.0,96.982666
0.0,1,20.0,102.690834
0.0,1,18.0,104.550766
2.0,0,16.0,103.23589
2.0,0,27.0,102.162445
2.0,1,52.0,97.78245
2.0,1,67.0,92.202354
2.0,1,76.0,91.21637
2.0,2,79.0,92.856255
2.0,2,76.0,90.805916
2.0,2,66.0,88.79345
2.0,2,60.0,91.11727
2.0,2,66.0,91.32607
2.0,2,61.0,94.23063
2.0,2,57.0,92.52711
2.0,2,47.0,86.21099
2.0,2,30.0,90.59502
2.0,2,34.0,88.434135
2.0,2,29.0,89.00231
2.0,2,47.0,90.71885
2.0,2,72.0,93.22628
0.0,2,73.0,93.17558
2.0,1,70.0,99.26528
2.0,1,78.0,102.20504
2.0,1,90.0,102.498184
3.0,3,92.0,95.13331
3.0,1,94.0,96.294205
3.0,1,96.0,96.960434
1.0,1,77.0,94.17669
1.0,1,79.0,94.35583
1.0,1,79.0,93.77031
1.0,2,74.0,92.35522
0.0,2,76.0,92.904655
0.0,2,66.0,92.53213
2.0,3,44.0,91.095894
1.0,3,48.0,92.81585
1.0,2,52.0,97.36697
1.0,2,20.0,98.978584
1.0,1,15.0,95.126976
1.0,1,13.0,88.83573
1.0,1,14.0,90.797585
1.0,1,10.0,93.996895
1.0,1,7.0,90.94018
1.0,1,5.0,90.056145
1.0,1,6.0,89.2334
1.0,1,7.0,92.258095
1.0,1,10.0,91.688705
1.0,1,9.0,94.12449
1.0,1,11.0,99.0772
1.0,1,9.0,99.06698
1.0,1,11.0,96.232956
1.0,1,13.0,92.80282
1.0,1,11.0,91.09045
1.0,1,17.0,90.562225
0.0,2,14.0,93.37376
3.0,3,13.0,85.82376
3.0,2,9.0,89.61863
2.0,2,7.0,92.9886
3.0,3,9.0,91.69573
2.0,2,11.0,97.000435
3.0,3,12.0,97.08059
3.0,2,18.0,101.296
1.0,2,11.0,101.706184
0.0,2,11.0,102.408775
3.0,3,7.0,99.1016
1.0,1,6.0,97.06536
1.0,1,5.0,98.88849
1.0,1,7.0,98.04238
1.0,1,12.0,97.61544
1.0,1,13.0,100.31025
1.0,1,17.0,100.21652
2.0,3,16.0,102.463684
3.0,3,26.0,100.23737
3.0,1,18.0,102.01091
3.0,1,19.0,99.937645
3.0,1,21.0,95.855354
2.0,1,24.0,92.5249
2.0,1,20.0,90.74382
1.0,2,22.0,89.25936
3.0,3,18.0,88.633194
2.0,2,19.0,91.33844
2.0,2,28.0,92.575455
2.0,2,36.0,90.99079
2.0,2,40.0,86.6343
2.0,2,49.0,90.77963
2.0,2,54.0,90.16249
2.0,2,55.0,89.498375
2.0,2,67.0,91.58128
2.0,2,71.0,93.80198
3.0,3,76.0,86.04276
1.0,2,72.0,100.15754
1.0,2,75.0,102.4478
1.0,2,93.0,104.91529
1.0,1,89.0,101.89848
1.0,1,98.0,102.92548
1.0,1,97.0,105.65511
1.0,1,109.0,108.39312
3.0,3,89.0,105.45402
0.0,1,66.0,103.1836
1.0,1,72.0,99.69724
0.0,1,37.0,96.19229
1.0,1,21.0,92.99453
0.0,1,17.0,94.68186
0.0,1,17.0,94.61011
0.0,1,11.0,93.92536
0.0,1,16.0,88.48618
0.0,1,11.0,84.445045
2.0,3,17.0,83.84858
2.0,2,31.0,86.51429
2.0,2,61.0,90.009964
2.0,2,151.0,91.30056
2.0,2,163.0,88.8458
0.0,2,98.0,85.74217
3.0,3,96.0,86.621376
3.0,2,119.0,91.01243
0.0,3,125.0,90.60359
3.0,3,136.0,95.70765
3.0,2,147.0,98.05626
2.0,3,150.0,95.64236
1.0,3,150.0,99.03572
0.0,2,173.0,102.514
3.0,3,184.0,97.359215
3.0,3,191.0,97.09851
2.0,2,166.0,96.33062
2.0,2,128.0,91.08321
2.0,2,141.0,98.47042
2.0,2,141.0,100.3749
2.0,2,145.0,98.833855
2.0,2,156.0,98.24604
2.0,2,160.0,96.26667
2.0,2,165.0,97.90689
2.0,2,155.0,101.72596
2.0,2,118.0,104.91018
2.0,2,152.0,106.19144
2.0,2,214.0,109.06773
2.0,2,249.0,109.06951
3.0,3,247.0,94.52336
0.0,2,248.0,101.76491
2.0,3,253.0,103.15692
1.0,3,261.0,105.87642
2.0,3,257.0,104.48018
0.0,3,262.0,103.7121
2.0,3,270.0,104.36036
0.0,3,262.0,102.53722
2.0,3,260.0,102.2767
3.0,3,271.0,98.85889
3.0,3,281.0,98.39911
3.0,2,280.0,96.827644
3.0,2,270.0,96.056816
3.0,2,277.0,96.93079
3.0,2,249.0,95.50335
3.0,2,242.0,94.575966
2.0,2,192.0,93.40536
2.0,2,167.0,94.58226
2.0,2,168.0,95.26397
2.0,2,184.0,90.31145
2.0,2,199.0,89.195076
2.0,2,225.0,87.39731
2.0,2,252.0,87.88882
3.0,3,277.0,82.15395
0.0,3,290.0,87.21715
1.0,1,299.0,88.01006
0.0,3,326.0,85.22653
1.0,1,324.0,85.02153
1.0,1,320.0,84.72581
1.0,1,279.0,86.889854
1.0,1,250.0,89.689766
1.0,1,228.0,95.17619
1.0,1,232.0,97.47169
1.0,1,233.0,99.72807
3.0,3,239.0,94.17597
3.0,3,235.0,101.19952
2.0,3,226.0,100.507744
3.0,3,223.0,97.99524
3.0,2,229.0,98.466606
2.0,2,206.0,101.0683
2.0,2,189.0,105.57108
2.0,2,188.0,105.36329
2.0,2,163.0,98.96968
2.0,2,165.0,97.13148
2.0,2,152.0,96.461685
2.0,2,147.0,95.00101
3.0,3,157.0,86.489525
2.0,0,181.0,91.62791
2.0,2,190.0,89.93867
0.0,3,201.0,86.269646
0.0,1,226.0,90.230095
3.0,3,248.0,90.627464
3.0,1,269.0,92.7386
3.0,1,275.0,93.21932
3.0,1,311.0,93.86859
3.0,1,300.0,93.82575
3.0,1,317.0,94.5705
3.0,1,330.0,97.77706
3.0,1,346.0,98.89309
3.0,2,350.0,97.90946
2.0,3,331.0,93.07545
2.0,2,327.0,95.32874
3.0,2,327.0,96.47404
2.0,2,286.0,98.83898
2.0,2,246.0,102.74253
2.0,2,269.0,103.15357
2.0,2,309.0,100.056046
2.0,2,336.0,97.69127
2.0,2,360.0,98.02604
3.0,3,387.0,91.09229
3.0,2,399.0,96.15914
0.0,3,414.0,92.76587
0.0,0,465.0,88.72869
1.0,3,436.0,86.28277
2.0,1,435.0,87.930786
3.0,3,426.0,88.09742
2.0,1,413.0,91.29658
0.0,1,358.0,91.093735
0.0,1,389.0,91.160675
3.0,3,349.0,87.24538
3.0,1,340.0,93.46273
2.0,1,336.0,96.779816
2.0,1,369.0,97.85054
2.0,2,403.0,95.42971
2.0,2,444.0,93.66798
2.0,2,306.0,91.97418
2.0,2,115.0,92.36481
2.0,2,90.0,89.836136
0.0,3,82.0,83.41475
3.0,3,85.0,89.03991
1.0,2,95.0,95.19405
1.0,2,96.0,96.90983
1.0,2,107.0,96.785576
1.0,2,111.0,96.72433
3.0,3,125.0,92.54296
1.0,3,123.0,97.96862
3.0,3,145.0,95.586205
3.0,3,153.0,96.11417
1.0,3,159.0,95.087654
3.0,3,154.0,91.910194
1.0,3,191.0,91.61695
1.0,1,195.0,90.92545
1.0,1,194.0,88.51679
1.0,1,193.0,87.32548
0.0,1,175.0,90.245735
1.0,2,194.0,90.720116
1.0,2,165.0,87.588745
1.0,2,138.0,88.1306
0.0,2,100.0,93.35993
0.0,1,83.0,94.89773
3.0,3,53.0,92.588394
2.0,2,52.0,96.22051
2.0,2,60.0,100.30831
2.0,2,100.0,99.64268
2.0,2,142.0,99.53627
2.0,2,140.0,99.50022
2.0,2,148.0,98.68263
2.0,2,183.0,99.96233
0.0,3,217.0,96.542
2.0,2,224.0,94.95023
2.0,2,222.0,92.70061
3.0,3,219.0,88.96587
1.0,1,65.0,88.234245
3.0,3,22.0,86.878
1.0,1,16.0,91.77094
1.0,1,16.0,94.246376
1.0,1,28.0,100.19358
1.0,1,32.0,99.20281
1.0,1,25.0,101.88387
1.0,1,25.0,101.15074
0.0,0,22.0,101.46989
3.0,0,18.0,103.209755
1.0,0,23.0,99.20955
3.0,2,23.0,92.12959
3.0,2,25.0,93.819984
3.0,2,18.0,95.84908
0.0,2,23.0,97.80059
3.0,3,25.0,96.11261
2.0,2,26.0,97.69758
2.0,2,27.0,98.80498
2.0,2,36.0,98.64181
2.0,2,47.0,95.08512
3.0,3,59.0,85.49572
2.0,2,50.0,94.35571
3.0,3,61.0,93.877594
3.0,2,58.0,97.25844
1.0,3,66.0,100.38471
3.0,3,63.0,98.48941
1.0,1,51.0,102.30928
1.0,1,39.0,103.52676
1.0,1,42.0,103.12399
0.0,1,44.0,101.70167
1.0,1,44.0,100.165276
1.0,1,35.0,99.351875
1.0,1,30.0,98.573814
1.0,1,34.0,98.12924
3.0,3,21.0,90.36042
3.0,3,14.0,92.21456
3.0,1,11.0,91.99082
3.0,2,9.0,90.91917
2.0,2,12.0,90.252495
2.0,2,13.0,89.75402
2.0,2,18.0,86.37639
2.0,2,21.0,84.24944
2.0,2,24.0,81.74105
2.0,2,27.0,77.68673
2.0,2,39.0,81.10439
2.0,2,44.0,82.30794
2.0,2,64.0,85.60021
2.0,2,106.0,90.76304
2.0,2,137.0,93.260956
2.0,2,165.0,93.52665
2.0,2,153.0,92.66917
2.0,2,116.0,95.431816
2.0,2,127.0,96.32275
2.0,2,147.0,100.42423
3.0,3,180.0,97.28721
3.0,2,199.0,102.67275
3.0,2,209.0,101.108376
2.0,2,235.0,98.19126
2.0,2,254.0,96.29094
2.0,2,250.0,94.548355
3.0,3,235.0,85.33596
3.0,2,210.0,88.259186
1.0,2,127.0,90.88738
1.0,2,72.0,91.452965
1.0,2,27.0,90.59894
2.0,1,70.0,88.04218
2.0,1,113.0,90.87073
2.0,2,118.0,91.14698
2.0,1,143.0,88.27395
2.0,2,175.0,88.25628
3.0,3,159.0,86.37728
3.0,1,161.0,90.30752
3.0,1,174.0,88.865776
3.0,1,177.0,90.9302
3.0,1,174.0,92.056984
3.0,1,180.0,93.58648
1.0,3,196.0,92.18598
1.0,3,214.0,92.33341
1.0,3,220.0,94.29795
0.0,3,216.0,95.15588
3.0,3,199.0,96.8054
3.0,3,168.0,98.95609
3.0,3,121.0,99.34831
2.0,3,124.0,97.52137
3.0,2,94.0,91.85938
2.0,2,63.0,91.72022
2.0,2,52.0,90.526306
2.0,2,64.0,89.94422
2.0,2,48.0,90.71841
2.0,2,69.0,91.156364
2.0,2,65.0,94.35328
3.0,3,83.0,89.34568
3.0,3,90.0,95.93978
0.0,3,80.0,94.62577
3.0,3,95.0,93.20054
3.0,1,99.0,91.56748
